algo,supercomputer,supercomputer_30
OLS regression,4.203999999999951,10.229000000000042
Elastic Net,2.939000000000078,3.0299999999999727
Random Forest,81.65499999999997,104.14600000000019
XGB,221.64399999999978,72.48700000000008
